date,home_team,away_team,home_score,away_score
2022-11-01,LOS ANGELES CLIPPERS,HOUSTON ROCKETS,95,93
2022-11-01,BROOKLYN NETS,CHICAGO BULLS,99,108
2022-11-01,MIAMI HEAT,GOLDEN STATE WARRIORS,116,109
2022-11-02,OKLAHOMA CITY THUNDER,ORLANDO MAGIC,116,108
2022-11-02,PHOENIX SUNS,MINNESOTA TIMBERWOLVES,116,107
2022-11-02,PHILADELPHIA 76ERS,WASHINGTON WIZARDS,111,121
2022-11-02,CLEVELAND CAVALIERS,BOSTON CELTICS,114,113
2022-11-02,MIAMI HEAT,SACRAMENTO KINGS,110,107
2022-11-02,NEW YORK KNICKS,ATLANTA HAWKS,99,112
2022-11-03,CHICAGO BULLS,CHARLOTTE HORNETS,106,88
2022-11-03,HOUSTON ROCKETS,LOS ANGELES CLIPPERS,101,109
2022-11-03,MILWAUKEE BUCKS,DETROIT PISTONS,116,91
2022-11-03,SAN ANTONIO SPURS,TORONTO RAPTORS,100,143
2022-11-03,DALLAS MAVERICKS,UTAH JAZZ,103,100
2022-11-03,PORTLAND TRAIL BLAZERS,MEMPHIS GRIZZLIES,106,111
2022-11-03,LOS ANGELES LAKERS,NEW ORLEANS PELICANS,120,117
2022-11-03,ORLANDO MAGIC,GOLDEN STATE WARRIORS,130,129
2022-11-04,OKLAHOMA CITY THUNDER,DENVER NUGGETS,110,122
2022-11-04,DETROIT PISTONS,CLEVELAND CAVALIERS,88,112
2022-11-04,INDIANA PACERS,MIAMI HEAT,101,99
2022-11-04,PHILADELPHIA 76ERS,NEW YORK KNICKS,104,106
2022-11-04,WASHINGTON WIZARDS,BROOKLYN NETS,86,128
2022-11-04,BOSTON CELTICS,CHICAGO BULLS,123,119
2022-11-05,MEMPHIS GRIZZLIES,CHARLOTTE HORNETS,130,99
2022-11-05,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,106,113
2022-11-05,DALLAS MAVERICKS,TORONTO RAPTORS,111,110
2022-11-05,NEW ORLEANS PELICANS,GOLDEN STATE WARRIORS,114,105
2022-11-05,MINNESOTA TIMBERWOLVES,MILWAUKEE BUCKS,102,115
2022-11-05,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,106,108
2022-11-05,LOS ANGELES LAKERS,UTAH JAZZ,116,130
2022-11-05,ORLANDO MAGIC,SACRAMENTO KINGS,123,126
2022-11-05,CHARLOTTE HORNETS,BROOKLYN NETS,94,98
2022-11-05,ATLANTA HAWKS,NEW ORLEANS PELICANS,124,121
2022-11-05,NEW YORK KNICKS,BOSTON CELTICS,118,133
2022-11-06,MILWAUKEE BUCKS,OKLAHOMA CITY THUNDER,108,94
2022-11-06,MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,129,117
2022-11-06,DENVER NUGGETS,SAN ANTONIO SPURS,126,101
2022-11-06,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,102,82
2022-11-06,LOS ANGELES LAKERS,CLEVELAND CAVALIERS,100,114
2022-11-06,MEMPHIS GRIZZLIES,WASHINGTON WIZARDS,103,97
2022-11-06,TORONTO RAPTORS,CHICAGO BULLS,113,104
2022-11-07,LOS ANGELES CLIPPERS,UTAH JAZZ,102,110
2022-11-08,CHARLOTTE HORNETS,WASHINGTON WIZARDS,100,108
2022-11-08,ORLANDO MAGIC,HOUSTON ROCKETS,127,134
2022-11-08,DETROIT PISTONS,OKLAHOMA CITY THUNDER,112,103
2022-11-08,INDIANA PACERS,NEW ORLEANS PELICANS,129,122
2022-11-08,PHILADELPHIA 76ERS,PHOENIX SUNS,100,88
2022-11-08,ATLANTA HAWKS,MILWAUKEE BUCKS,117,98
2022-11-08,MIAMI HEAT,PORTLAND TRAIL BLAZERS,107,110
2022-11-08,CHICAGO BULLS,TORONTO RAPTORS,111,97
2022-11-08,MEMPHIS GRIZZLIES,BOSTON CELTICS,106,109
2022-11-08,MINNESOTA TIMBERWOLVES,NEW YORK KNICKS,107,120
2022-11-08,SAN ANTONIO SPURS,DENVER NUGGETS,109,115
2022-11-08,DALLAS MAVERICKS,BROOKLYN NETS,96,94
2022-11-08,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,116,113
2022-11-08,UTAH JAZZ,LOS ANGELES LAKERS,139,116
2022-11-08,LOS ANGELES CLIPPERS,CLEVELAND CAVALIERS,119,117
2022-11-09,ORLANDO MAGIC,DALLAS MAVERICKS,94,87
2022-11-10,CHARLOTTE HORNETS,PORTLAND TRAIL BLAZERS,95,105
2022-11-10,INDIANA PACERS,DENVER NUGGETS,119,122
2022-11-10,ATLANTA HAWKS,UTAH JAZZ,119,125
2022-11-10,BOSTON CELTICS,DETROIT PISTONS,128,112
2022-11-10,BROOKLYN NETS,NEW YORK KNICKS,112,85
2022-11-10,TORONTO RAPTORS,HOUSTON ROCKETS,116,109
2022-11-10,CHICAGO BULLS,NEW ORLEANS PELICANS,111,115
2022-11-10,MINNESOTA TIMBERWOLVES,PHOENIX SUNS,117,129
2022-11-10,OKLAHOMA CITY THUNDER,MILWAUKEE BUCKS,132,136
2022-11-10,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,122,124
2022-11-10,LOS ANGELES CLIPPERS,LOS ANGELES LAKERS,114,101
2022-11-10,SACRAMENTO KINGS,CLEVELAND CAVALIERS,127,120
2022-11-11,WASHINGTON WIZARDS,DALLAS MAVERICKS,113,105
2022-11-11,ATLANTA HAWKS,PHILADELPHIA 76ERS,104,95
2022-11-11,MIAMI HEAT,CHARLOTTE HORNETS,117,112
2022-11-11,NEW ORLEANS PELICANS,PORTLAND TRAIL BLAZERS,95,106
2022-11-12,BOSTON CELTICS,DENVER NUGGETS,131,112
2022-11-12,ORLANDO MAGIC,PHOENIX SUNS,114,97
2022-11-12,NEW YORK KNICKS,DETROIT PISTONS,121,112
2022-11-12,OKLAHOMA CITY THUNDER,TORONTO RAPTORS,132,113
2022-11-12,SAN ANTONIO SPURS,MILWAUKEE BUCKS,111,93
2022-11-12,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,114,103
2022-11-12,GOLDEN STATE WARRIORS,CLEVELAND CAVALIERS,106,101
2022-11-12,LOS ANGELES LAKERS,SACRAMENTO KINGS,114,120
2022-11-12,LOS ANGELES CLIPPERS,BROOKLYN NETS,95,110
2022-11-12,WASHINGTON WIZARDS,UTAH JAZZ,121,112
2022-11-13,DETROIT PISTONS,BOSTON CELTICS,108,117
2022-11-13,INDIANA PACERS,TORONTO RAPTORS,118,104
2022-11-13,PHILADELPHIA 76ERS,ATLANTA HAWKS,121,109
2022-11-13,MIAMI HEAT,CHARLOTTE HORNETS,132,115
2022-11-13,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,117,112
2022-11-13,NEW ORLEANS PELICANS,HOUSTON ROCKETS,119,106
2022-11-13,NEW YORK KNICKS,OKLAHOMA CITY THUNDER,135,145
2022-11-13,CLEVELAND CAVALIERS,MINNESOTA TIMBERWOLVES,124,129
2022-11-13,WASHINGTON WIZARDS,MEMPHIS GRIZZLIES,102,92
2022-11-14,PHILADELPHIA 76ERS,UTAH JAZZ,105,98
2022-11-14,CHICAGO BULLS,DENVER NUGGETS,103,126
2022-11-14,SACRAMENTO KINGS,GOLDEN STATE WARRIORS,122,115
2022-11-14,LOS ANGELES LAKERS,BROOKLYN NETS,116,103
2022-11-15,DETROIT PISTONS,TORONTO RAPTORS,111,115
2022-11-15,ORLANDO MAGIC,CHARLOTTE HORNETS,105,112
2022-11-15,BOSTON CELTICS,OKLAHOMA CITY THUNDER,126,122
2022-11-15,MIAMI HEAT,PHOENIX SUNS,113,112
2022-11-15,HOUSTON ROCKETS,LOS ANGELES CLIPPERS,106,122
2022-11-15,MILWAUKEE BUCKS,ATLANTA HAWKS,106,121
2022-11-15,GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,132,95
2022-11-16,NEW ORLEANS PELICANS,MEMPHIS GRIZZLIES,113,102
2022-11-16,DALLAS MAVERICKS,LOS ANGELES CLIPPERS,103,101
2022-11-16,UTAH JAZZ,NEW YORK KNICKS,111,118
2022-11-16,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,117,110
2022-11-16,SACRAMENTO KINGS,BROOKLYN NETS,153,121
2022-11-17,CHARLOTTE HORNETS,INDIANA PACERS,113,125
2022-11-17,ORLANDO MAGIC,MINNESOTA TIMBERWOLVES,108,126
2022-11-17,WASHINGTON WIZARDS,OKLAHOMA CITY THUNDER,120,121
2022-11-17,ATLANTA HAWKS,BOSTON CELTICS,101,126
2022-11-17,TORONTO RAPTORS,MIAMI HEAT,112,104
2022-11-17,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,113,98
2022-11-17,NEW ORLEANS PELICANS,CHICAGO BULLS,124,110
2022-11-17,DALLAS MAVERICKS,HOUSTON ROCKETS,92,101
2022-11-17,DENVER NUGGETS,NEW YORK KNICKS,103,106
2022-11-17,PHOENIX SUNS,GOLDEN STATE WARRIORS,130,119
2022-11-18,PORTLAND TRAIL BLAZERS,BROOKLYN NETS,107,109
2022-11-18,SACRAMENTO KINGS,SAN ANTONIO SPURS,130,112
2022-11-18,LOS ANGELES CLIPPERS,DETROIT PISTONS,96,91
2022-11-19,WASHINGTON WIZARDS,MIAMI HEAT,107,106
2022-11-19,CLEVELAND CAVALIERS,CHARLOTTE HORNETS,132,122
2022-11-19,PHILADELPHIA 76ERS,MILWAUKEE BUCKS,110,102
2022-11-19,CHICAGO BULLS,ORLANDO MAGIC,107,108
2022-11-19,HOUSTON ROCKETS,INDIANA PACERS,91,99
2022-11-19,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,121,110
2022-11-19,DALLAS MAVERICKS,DENVER NUGGETS,127,99
2022-11-19,NEW ORLEANS PELICANS,BOSTON CELTICS,109,117
2022-11-19,UTAH JAZZ,PHOENIX SUNS,134,133
2022-11-19,GOLDEN STATE WARRIORS,NEW YORK KNICKS,111,101
2022-11-19,LOS ANGELES LAKERS,DETROIT PISTONS,128,121
2022-11-19,ATLANTA HAWKS,TORONTO RAPTORS,124,122
2022-11-20,INDIANA PACERS,ORLANDO MAGIC,114,113
2022-11-20,PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,109,112
2022-11-20,PORTLAND TRAIL BLAZERS,UTAH JAZZ,113,118
2022-11-20,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,119,97
2022-11-20,PHOENIX SUNS,NEW YORK KNICKS,116,95
2022-11-20,SACRAMENTO KINGS,DETROIT PISTONS,137,129
2022-11-20,WASHINGTON WIZARDS,CHARLOTTE HORNETS,106,102
2022-11-21,BROOKLYN NETS,MEMPHIS GRIZZLIES,127,115
2022-11-21,CLEVELAND CAVALIERS,MIAMI HEAT,113,87
2022-11-21,HOUSTON ROCKETS,GOLDEN STATE WARRIORS,120,127
2022-11-21,DALLAS MAVERICKS,DENVER NUGGETS,97,98
2022-11-21,LOS ANGELES LAKERS,SAN ANTONIO SPURS,123,92
2022-11-22,CLEVELAND CAVALIERS,ATLANTA HAWKS,114,102
2022-11-22,INDIANA PACERS,ORLANDO MAGIC,123,102
2022-11-22,CHICAGO BULLS,BOSTON CELTICS,121,107
2022-11-22,MILWAUKEE BUCKS,PORTLAND TRAIL BLAZERS,119,111
2022-11-22,MINNESOTA TIMBERWOLVES,MIAMI HEAT,105,101
2022-11-22,NEW ORLEANS PELICANS,GOLDEN STATE WARRIORS,128,83
2022-11-22,OKLAHOMA CITY THUNDER,NEW YORK KNICKS,119,129
2022-11-22,LOS ANGELES CLIPPERS,UTAH JAZZ,121,114
2022-11-23,PHILADELPHIA 76ERS,BROOKLYN NETS,115,106
2022-11-23,MEMPHIS GRIZZLIES,SACRAMENTO KINGS,109,113
2022-11-23,DENVER NUGGETS,DETROIT PISTONS,108,110
2022-11-23,PHOENIX SUNS,LOS ANGELES LAKERS,115,105
2022-11-24,CHARLOTTE HORNETS,PHILADELPHIA 76ERS,107,101
2022-11-24,CLEVELAND CAVALIERS,PORTLAND TRAIL BLAZERS,114,96
2022-11-24,INDIANA PACERS,MINNESOTA TIMBERWOLVES,101,115
2022-11-24,ATLANTA HAWKS,SACRAMENTO KINGS,115,106
2022-11-24,BOSTON CELTICS,DALLAS MAVERICKS,125,112
2022-11-24,MIAMI HEAT,WASHINGTON WIZARDS,113,105
2022-11-24,TORONTO RAPTORS,BROOKLYN NETS,98,112
2022-11-24,MILWAUKEE BUCKS,CHICAGO BULLS,113,118
2022-11-24,OKLAHOMA CITY THUNDER,DENVER NUGGETS,126,131
2022-11-24,SAN ANTONIO SPURS,NEW ORLEANS PELICANS,110,129
2022-11-24,UTAH JAZZ,DETROIT PISTONS,116,125
2022-11-24,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,124,107
2022-11-25,CHARLOTTE HORNETS,MINNESOTA TIMBERWOLVES,110,108
2022-11-26,ORLANDO MAGIC,PHILADELPHIA 76ERS,99,107
2022-11-26,NEW YORK KNICKS,PORTLAND TRAIL BLAZERS,129,132
2022-11-26,BOSTON CELTICS,SACRAMENTO KINGS,122,104
2022-11-26,HOUSTON ROCKETS,ATLANTA HAWKS,128,122
2022-11-26,INDIANA PACERS,BROOKLYN NETS,128,117
2022-11-26,MEMPHIS GRIZZLIES,NEW ORLEANS PELICANS,132,111
2022-11-26,MIAMI HEAT,WASHINGTON WIZARDS,110,107
2022-11-26,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,117,102
2022-11-26,OKLAHOMA CITY THUNDER,CHICAGO BULLS,123,119
2022-11-26,SAN ANTONIO SPURS,LOS ANGELES LAKERS,94,105
2022-11-26,PHOENIX SUNS,DETROIT PISTONS,108,102
2022-11-26,GOLDEN STATE WARRIORS,UTAH JAZZ,129,118
2022-11-26,LOS ANGELES CLIPPERS,DENVER NUGGETS,104,114
2022-11-26,TORONTO RAPTORS,DALLAS MAVERICKS,105,100
2022-11-27,HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,118,105
2022-11-27,SAN ANTONIO SPURS,LOS ANGELES LAKERS,138,143
2022-11-27,PHOENIX SUNS,UTAH JAZZ,113,112
2022-11-27,BROOKLYN NETS,PORTLAND TRAIL BLAZERS,111,97
2022-11-27,MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,114,137
2022-11-27,LOS ANGELES CLIPPERS,INDIANA PACERS,114,100
2022-11-27,ATLANTA HAWKS,MIAMI HEAT,98,106
2022-11-27,BOSTON CELTICS,WASHINGTON WIZARDS,130,121
2022-11-27,DETROIT PISTONS,CLEVELAND CAVALIERS,94,102
2022-11-27,NEW YORK KNICKS,MEMPHIS GRIZZLIES,123,127
2022-11-27,ORLANDO MAGIC,PHILADELPHIA 76ERS,103,133
2022-11-28,MILWAUKEE BUCKS,DALLAS MAVERICKS,124,115
2022-11-29,PHILADELPHIA 76ERS,ATLANTA HAWKS,104,101
2022-11-29,WASHINGTON WIZARDS,MINNESOTA TIMBERWOLVES,142,127
2022-11-29,BOSTON CELTICS,CHARLOTTE HORNETS,140,105
2022-11-29,BROOKLYN NETS,ORLANDO MAGIC,109,102
2022-11-29,TORONTO RAPTORS,CLEVELAND CAVALIERS,100,88
2022-11-29,NEW ORLEANS PELICANS,OKLAHOMA CITY THUNDER,105,101
2022-11-29,DENVER NUGGETS,HOUSTON ROCKETS,129,113
2022-11-29,UTAH JAZZ,CHICAGO BULLS,107,114
2022-11-29,SACRAMENTO KINGS,PHOENIX SUNS,117,122
2022-11-29,LOS ANGELES LAKERS,INDIANA PACERS,115,116
2022-11-30,DETROIT PISTONS,NEW YORK KNICKS,110,140
2022-11-30,DALLAS MAVERICKS,GOLDEN STATE WARRIORS,116,113
2022-11-30,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,112,118
2022-12-01,CLEVELAND CAVALIERS,PHILADELPHIA 76ERS,113,85
2022-12-01,ORLANDO MAGIC,ATLANTA HAWKS,108,125
2022-12-01,BOSTON CELTICS,MIAMI HEAT,134,121
2022-12-01,BROOKLYN NETS,WASHINGTON WIZARDS,113,107
2022-12-01,NEW YORK KNICKS,MILWAUKEE BUCKS,103,109
2022-12-01,MINNESOTA TIMBERWOLVES,MEMPHIS GRIZZLIES,109,101
2022-12-01,NEW ORLEANS PELICANS,TORONTO RAPTORS,126,108
2022-12-01,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,119,111
2022-12-01,DENVER NUGGETS,HOUSTON ROCKETS,120,100
2022-12-01,PHOENIX SUNS,CHICAGO BULLS,132,113
2022-12-01,UTAH JAZZ,LOS ANGELES CLIPPERS,125,112
2022-12-01,SACRAMENTO KINGS,INDIANA PACERS,137,114
2022-12-01,LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,128,109
2022-12-02,DETROIT PISTONS,DALLAS MAVERICKS,131,125
2022-12-03,CHARLOTTE HORNETS,WASHINGTON WIZARDS,117,116
2022-12-03,ATLANTA HAWKS,DENVER NUGGETS,117,109
2022-12-03,BOSTON CELTICS,MIAMI HEAT,116,120
2022-12-03,BROOKLYN NETS,TORONTO RAPTORS,114,105
2022-12-03,CLEVELAND CAVALIERS,ORLANDO MAGIC,107,96
2022-12-03,MILWAUKEE BUCKS,LOS ANGELES LAKERS,129,133
2022-12-03,MEMPHIS GRIZZLIES,PHILADELPHIA 76ERS,117,109
2022-12-03,SAN ANTONIO SPURS,NEW ORLEANS PELICANS,99,117
2022-12-03,PHOENIX SUNS,HOUSTON ROCKETS,121,122
2022-12-03,UTAH JAZZ,INDIANA PACERS,139,119
2022-12-03,GOLDEN STATE WARRIORS,CHICAGO BULLS,119,111
2022-12-03,NEW YORK KNICKS,DALLAS MAVERICKS,100,121
2022-12-03,LOS ANGELES CLIPPERS,SACRAMENTO KINGS,96,123
2022-12-03,CHARLOTTE HORNETS,MILWAUKEE BUCKS,96,105
2022-12-04,MINNESOTA TIMBERWOLVES,OKLAHOMA CITY THUNDER,128,135
2022-12-04,TORONTO RAPTORS,ORLANDO MAGIC,121,108
2022-12-04,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,120,101
2022-12-04,UTAH JAZZ,PORTLAND TRAIL BLAZERS,111,116
2022-12-04,NEW ORLEANS PELICANS,DENVER NUGGETS,121,106
2022-12-04,SAN ANTONIO SPURS,PHOENIX SUNS,95,133
2022-12-04,BROOKLYN NETS,BOSTON CELTICS,92,103
2022-12-04,DETROIT PISTONS,MEMPHIS GRIZZLIES,112,122
2022-12-04,NEW YORK KNICKS,CLEVELAND CAVALIERS,92,81
2022-12-04,SACRAMENTO KINGS,CHICAGO BULLS,110,101
2022-12-04,WASHINGTON WIZARDS,LOS ANGELES LAKERS,119,130
2022-12-05,PORTLAND TRAIL BLAZERS,INDIANA PACERS,116,100
2022-12-06,CHARLOTTE HORNETS,LOS ANGELES CLIPPERS,117,119
2022-12-06,ORLANDO MAGIC,MILWAUKEE BUCKS,102,109
2022-12-06,ATLANTA HAWKS,OKLAHOMA CITY THUNDER,114,121
2022-12-06,TORONTO RAPTORS,BOSTON CELTICS,110,116
2022-12-06,HOUSTON ROCKETS,PHILADELPHIA 76ERS,132,123
2022-12-06,MEMPHIS GRIZZLIES,MIAMI HEAT,101,93
2022-12-06,DALLAS MAVERICKS,PHOENIX SUNS,130,111
2022-12-06,GOLDEN STATE WARRIORS,INDIANA PACERS,104,112
2022-12-07,CLEVELAND CAVALIERS,LOS ANGELES LAKERS,116,102
2022-12-07,MIAMI HEAT,DETROIT PISTONS,96,116
2022-12-07,DENVER NUGGETS,DALLAS MAVERICKS,115,116
2022-12-08,ORLANDO MAGIC,LOS ANGELES CLIPPERS,116,111
2022-12-08,BROOKLYN NETS,CHARLOTTE HORNETS,122,116
2022-12-08,NEW YORK KNICKS,ATLANTA HAWKS,113,89
2022-12-08,TORONTO RAPTORS,LOS ANGELES LAKERS,126,113
2022-12-08,CHICAGO BULLS,WASHINGTON WIZARDS,115,111
2022-12-08,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,123,102
2022-12-08,MILWAUKEE BUCKS,SACRAMENTO KINGS,126,113
2022-12-08,MINNESOTA TIMBERWOLVES,INDIANA PACERS,121,115
2022-12-08,NEW ORLEANS PELICANS,DETROIT PISTONS,104,98
