date,home_team,away_team,home_score,away_score
2023-11-01,DETROIT PISTONS,PORTLAND TRAIL BLAZERS,101,110
2023-11-01,TORONTO RAPTORS,MILWAUKEE BUCKS,130,111
2023-11-01,ATLANTA HAWKS,WASHINGTON WIZARDS,130,121
2023-11-01,BOSTON CELTICS,INDIANA PACERS,155,104
2023-11-01,MIAMI HEAT,BROOKLYN NETS,105,109
2023-11-01,NEW YORK KNICKS,CLEVELAND CAVALIERS,89,95
2023-11-01,OKLAHOMA CITY THUNDER,NEW ORLEANS PELICANS,106,110
2023-11-02,HOUSTON ROCKETS,CHARLOTTE HORNETS,128,119
2023-11-02,MINNESOTA TIMBERWOLVES,DENVER NUGGETS,110,89
2023-11-02,DALLAS MAVERICKS,CHICAGO BULLS,114,105
2023-11-02,UTAH JAZZ,MEMPHIS GRIZZLIES,133,109
2023-11-02,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,102,101
2023-11-02,LOS ANGELES LAKERS,LOS ANGELES CLIPPERS,130,125
2023-11-02,PHILADELPHIA 76ERS,TORONTO RAPTORS,114,99
2023-11-03,NEW ORLEANS PELICANS,DETROIT PISTONS,125,116
2023-11-03,UTAH JAZZ,ORLANDO MAGIC,113,115
2023-11-03,PHOENIX SUNS,SAN ANTONIO SPURS,121,132
2023-11-03,INDIANA PACERS,CLEVELAND CAVALIERS,121,116
2023-11-03,MILWAUKEE BUCKS,NEW YORK KNICKS,110,105
2023-11-04,CHICAGO BULLS,BROOKLYN NETS,107,109
2023-11-04,MIAMI HEAT,WASHINGTON WIZARDS,121,114
2023-11-04,OKLAHOMA CITY THUNDER,GOLDEN STATE WARRIORS,139,141
2023-11-04,DENVER NUGGETS,DALLAS MAVERICKS,125,114
2023-11-04,PORTLAND TRAIL BLAZERS,MEMPHIS GRIZZLIES,115,113
2023-11-04,PHILADELPHIA 76ERS,PHOENIX SUNS,112,100
2023-11-04,INDIANA PACERS,CHARLOTTE HORNETS,124,125
2023-11-04,NEW ORLEANS PELICANS,ATLANTA HAWKS,105,123
2023-11-04,ORLANDO MAGIC,LOS ANGELES LAKERS,120,101
2023-11-05,BROOKLYN NETS,BOSTON CELTICS,114,124
2023-11-05,HOUSTON ROCKETS,SACRAMENTO KINGS,107,89
2023-11-05,MINNESOTA TIMBERWOLVES,UTAH JAZZ,123,95
2023-11-05,DENVER NUGGETS,CHICAGO BULLS,123,101
2023-11-05,DETROIT PISTONS,PHOENIX SUNS,106,120
2023-11-05,SAN ANTONIO SPURS,TORONTO RAPTORS,116,123
2023-11-05,CLEVELAND CAVALIERS,GOLDEN STATE WARRIORS,115,104
2023-11-06,DALLAS MAVERICKS,CHARLOTTE HORNETS,124,118
2023-11-06,PORTLAND TRAIL BLAZERS,MEMPHIS GRIZZLIES,100,112
2023-11-07,DETROIT PISTONS,GOLDEN STATE WARRIORS,109,120
2023-11-07,INDIANA PACERS,SAN ANTONIO SPURS,152,111
2023-11-07,ORLANDO MAGIC,DALLAS MAVERICKS,102,117
2023-11-07,PHILADELPHIA 76ERS,WASHINGTON WIZARDS,146,128
2023-11-07,BROOKLYN NETS,MILWAUKEE BUCKS,125,129
2023-11-07,MIAMI HEAT,LOS ANGELES LAKERS,108,107
2023-11-07,NEW YORK KNICKS,LOS ANGELES CLIPPERS,111,97
2023-11-07,CHICAGO BULLS,UTAH JAZZ,130,113
2023-11-07,HOUSTON ROCKETS,SACRAMENTO KINGS,122,97
2023-11-07,MINNESOTA TIMBERWOLVES,BOSTON CELTICS,114,109
2023-11-07,OKLAHOMA CITY THUNDER,ATLANTA HAWKS,126,117
2023-11-07,DENVER NUGGETS,NEW ORLEANS PELICANS,134,116
2023-11-09,CHARLOTTE HORNETS,WASHINGTON WIZARDS,116,132
2023-11-09,INDIANA PACERS,UTAH JAZZ,134,118
2023-11-09,PHILADELPHIA 76ERS,BOSTON CELTICS,106,103
2023-11-09,BROOKLYN NETS,LOS ANGELES CLIPPERS,100,93
2023-11-09,NEW YORK KNICKS,SAN ANTONIO SPURS,126,105
2023-11-09,CHICAGO BULLS,PHOENIX SUNS,115,116
2023-11-09,HOUSTON ROCKETS,LOS ANGELES LAKERS,128,94
2023-11-09,MEMPHIS GRIZZLIES,MIAMI HEAT,102,108
2023-11-09,MILWAUKEE BUCKS,DETROIT PISTONS,120,118
2023-11-09,MINNESOTA TIMBERWOLVES,NEW ORLEANS PELICANS,122,101
2023-11-09,OKLAHOMA CITY THUNDER,CLEVELAND CAVALIERS,128,120
2023-11-09,DALLAS MAVERICKS,TORONTO RAPTORS,116,127
2023-11-09,DENVER NUGGETS,GOLDEN STATE WARRIORS,108,105
2023-11-09,SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,121,118
2023-11-10,INDIANA PACERS,MILWAUKEE BUCKS,126,124
2023-11-10,ORLANDO MAGIC,ATLANTA HAWKS,119,120
2023-11-11,DETROIT PISTONS,PHILADELPHIA 76ERS,106,114
2023-11-11,WASHINGTON WIZARDS,CHARLOTTE HORNETS,117,124
2023-11-11,BOSTON CELTICS,BROOKLYN NETS,121,107
2023-11-11,HOUSTON ROCKETS,NEW ORLEANS PELICANS,104,101
2023-11-11,MEMPHIS GRIZZLIES,UTAH JAZZ,121,127
2023-11-11,SAN ANTONIO SPURS,MINNESOTA TIMBERWOLVES,110,117
2023-11-11,DALLAS MAVERICKS,LOS ANGELES CLIPPERS,144,126
2023-11-11,PHOENIX SUNS,LOS ANGELES LAKERS,119,122
2023-11-11,SACRAMENTO KINGS,OKLAHOMA CITY THUNDER,105,98
2023-11-11,ORLANDO MAGIC,MILWAUKEE BUCKS,112,97
2023-11-12,BOSTON CELTICS,TORONTO RAPTORS,117,94
2023-11-12,ATLANTA HAWKS,MIAMI HEAT,109,117
2023-11-12,GOLDEN STATE WARRIORS,CLEVELAND CAVALIERS,110,118
2023-11-12,NEW YORK KNICKS,CHARLOTTE HORNETS,129,107
2023-11-12,BROOKLYN NETS,WASHINGTON WIZARDS,102,94
2023-11-12,LOS ANGELES CLIPPERS,MEMPHIS GRIZZLIES,101,105
2023-11-12,PHILADELPHIA 76ERS,INDIANA PACERS,137,126
2023-11-13,CHICAGO BULLS,DETROIT PISTONS,119,108
2023-11-13,HOUSTON ROCKETS,DENVER NUGGETS,107,104
2023-11-13,NEW ORLEANS PELICANS,DALLAS MAVERICKS,124,136
2023-11-13,SAN ANTONIO SPURS,MIAMI HEAT,113,118
2023-11-13,PHOENIX SUNS,OKLAHOMA CITY THUNDER,99,111
2023-11-13,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,110,116
2023-11-13,LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,116,110
2023-11-14,BOSTON CELTICS,NEW YORK KNICKS,114,98
2023-11-14,TORONTO RAPTORS,WASHINGTON WIZARDS,111,107
2023-11-14,MILWAUKEE BUCKS,CHICAGO BULLS,118,109
2023-11-14,SACRAMENTO KINGS,CLEVELAND CAVALIERS,132,120
2023-11-15,CHARLOTTE HORNETS,MIAMI HEAT,105,111
2023-11-15,DETROIT PISTONS,ATLANTA HAWKS,120,126
2023-11-15,PHILADELPHIA 76ERS,INDIANA PACERS,126,132
2023-11-15,BROOKLYN NETS,ORLANDO MAGIC,124,104
2023-11-15,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,123,87
2023-11-15,NEW ORLEANS PELICANS,DALLAS MAVERICKS,131,110
2023-11-15,UTAH JAZZ,PORTLAND TRAIL BLAZERS,115,99
2023-11-15,DENVER NUGGETS,LOS ANGELES CLIPPERS,111,108
2023-11-15,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,101,104
2023-11-15,LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,134,107
2023-11-16,WASHINGTON WIZARDS,DALLAS MAVERICKS,117,130
2023-11-16,ATLANTA HAWKS,NEW YORK KNICKS,114,116
2023-11-16,PHILADELPHIA 76ERS,BOSTON CELTICS,107,117
2023-11-16,TORONTO RAPTORS,MILWAUKEE BUCKS,112,128
2023-11-16,CHICAGO BULLS,ORLANDO MAGIC,94,96
2023-11-16,PHOENIX SUNS,MINNESOTA TIMBERWOLVES,133,115
2023-11-16,LOS ANGELES LAKERS,SACRAMENTO KINGS,110,125
2023-11-16,PORTLAND TRAIL BLAZERS,CLEVELAND CAVALIERS,95,109
2023-11-17,MIAMI HEAT,BROOKLYN NETS,122,115
2023-11-17,GOLDEN STATE WARRIORS,OKLAHOMA CITY THUNDER,109,128
2023-11-18,CHARLOTTE HORNETS,MILWAUKEE BUCKS,99,130
2023-11-18,WASHINGTON WIZARDS,NEW YORK KNICKS,99,120
2023-11-18,ATLANTA HAWKS,PHILADELPHIA 76ERS,116,126
2023-11-18,CLEVELAND CAVALIERS,DETROIT PISTONS,108,100
2023-11-18,SAN ANTONIO SPURS,SACRAMENTO KINGS,120,129
2023-11-18,TORONTO RAPTORS,BOSTON CELTICS,105,108
2023-11-18,CHICAGO BULLS,ORLANDO MAGIC,97,103
2023-11-18,NEW ORLEANS PELICANS,DENVER NUGGETS,115,110
2023-11-18,PORTLAND TRAIL BLAZERS,LOS ANGELES LAKERS,95,107
2023-11-18,UTAH JAZZ,PHOENIX SUNS,128,131
2023-11-18,LOS ANGELES CLIPPERS,HOUSTON ROCKETS,106,100
2023-11-18,CHARLOTTE HORNETS,NEW YORK KNICKS,108,122
2023-11-19,NEW ORLEANS PELICANS,MINNESOTA TIMBERWOLVES,120,121
2023-11-19,CHICAGO BULLS,MIAMI HEAT,102,97
2023-11-19,MILWAUKEE BUCKS,DALLAS MAVERICKS,132,125
2023-11-19,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,108,120
2023-11-19,GOLDEN STATE WARRIORS,OKLAHOMA CITY THUNDER,123,130
2023-11-19,BROOKLYN NETS,PHILADELPHIA 76ERS,99,121
2023-11-19,TORONTO RAPTORS,DETROIT PISTONS,142,113
2023-11-19,INDIANA PACERS,ORLANDO MAGIC,116,128
2023-11-19,CLEVELAND CAVALIERS,DENVER NUGGETS,121,109
2023-11-20,DALLAS MAVERICKS,SACRAMENTO KINGS,113,129
2023-11-20,MEMPHIS GRIZZLIES,BOSTON CELTICS,100,102
2023-11-20,UTAH JAZZ,PHOENIX SUNS,137,140
2023-11-20,PORTLAND TRAIL BLAZERS,OKLAHOMA CITY THUNDER,91,134
2023-11-20,LOS ANGELES LAKERS,HOUSTON ROCKETS,105,104
2023-11-21,CHARLOTTE HORNETS,BOSTON CELTICS,121,118
2023-11-21,DETROIT PISTONS,DENVER NUGGETS,103,107
2023-11-21,WASHINGTON WIZARDS,MILWAUKEE BUCKS,129,142
2023-11-21,CHICAGO BULLS,MIAMI HEAT,100,118
2023-11-21,MINNESOTA TIMBERWOLVES,NEW YORK KNICKS,117,100
2023-11-21,NEW ORLEANS PELICANS,SACRAMENTO KINGS,129,93
2023-11-21,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,99,124
2023-11-21,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,121,116
2023-11-22,ORLANDO MAGIC,TORONTO RAPTORS,126,107
2023-11-22,ATLANTA HAWKS,INDIANA PACERS,152,157
2023-11-22,PHILADELPHIA 76ERS,CLEVELAND CAVALIERS,119,122
2023-11-22,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,120,107
2023-11-22,LOS ANGELES LAKERS,UTAH JAZZ,131,99
2023-11-23,CHARLOTTE HORNETS,WASHINGTON WIZARDS,117,114
2023-11-23,ORLANDO MAGIC,DENVER NUGGETS,124,119
2023-11-23,ATLANTA HAWKS,BROOKLYN NETS,147,145
2023-11-23,BOSTON CELTICS,MILWAUKEE BUCKS,119,116
2023-11-23,CLEVELAND CAVALIERS,MIAMI HEAT,96,129
2023-11-23,INDIANA PACERS,TORONTO RAPTORS,131,132
2023-11-23,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,111,91
2023-11-23,MINNESOTA TIMBERWOLVES,PHILADELPHIA 76ERS,112,99
2023-11-23,NEW ORLEANS PELICANS,SACRAMENTO KINGS,117,112
2023-11-23,OKLAHOMA CITY THUNDER,CHICAGO BULLS,116,102
2023-11-23,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,102,109
2023-11-23,PHOENIX SUNS,GOLDEN STATE WARRIORS,123,115
2023-11-23,PORTLAND TRAIL BLAZERS,UTAH JAZZ,121,105
2023-11-23,LOS ANGELES LAKERS,DALLAS MAVERICKS,101,104
2023-11-24,ORLANDO MAGIC,BOSTON CELTICS,113,96
2023-11-24,MEMPHIS GRIZZLIES,PHOENIX SUNS,89,110
2023-11-25,NEW YORK KNICKS,MIAMI HEAT,100,98
2023-11-25,TORONTO RAPTORS,CHICAGO BULLS,121,108
2023-11-25,HOUSTON ROCKETS,DENVER NUGGETS,105,86
2023-11-25,INDIANA PACERS,DETROIT PISTONS,136,113
2023-11-25,MILWAUKEE BUCKS,WASHINGTON WIZARDS,131,128
2023-11-25,MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,111,124
2023-11-25,GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,118,112
2023-11-25,LOS ANGELES CLIPPERS,NEW ORLEANS PELICANS,106,116
2023-11-25,OKLAHOMA CITY THUNDER,PHILADELPHIA 76ERS,123,127
2023-11-25,BROOKLYN NETS,MIAMI HEAT,112,97
2023-11-26,WASHINGTON WIZARDS,ATLANTA HAWKS,108,136
2023-11-26,CLEVELAND CAVALIERS,LOS ANGELES LAKERS,115,121
2023-11-26,UTAH JAZZ,NEW ORLEANS PELICANS,105,100
2023-11-26,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,107,88
2023-11-26,MILWAUKEE BUCKS,PORTLAND TRAIL BLAZERS,108,102
2023-11-26,BOSTON CELTICS,ATLANTA HAWKS,113,103
2023-11-26,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,97,119
2023-11-26,NEW YORK KNICKS,PHOENIX SUNS,113,116
2023-11-26,ORLANDO MAGIC,CHARLOTTE HORNETS,130,117
2023-11-27,BROOKLYN NETS,CHICAGO BULLS,118,109
2023-11-27,CLEVELAND CAVALIERS,TORONTO RAPTORS,105,102
2023-11-27,DENVER NUGGETS,SAN ANTONIO SPURS,132,120
2023-11-28,DETROIT PISTONS,WASHINGTON WIZARDS,107,126
2023-11-28,INDIANA PACERS,PORTLAND TRAIL BLAZERS,110,114
2023-11-28,PHILADELPHIA 76ERS,LOS ANGELES LAKERS,138,94
2023-11-28,UTAH JAZZ,NEW ORLEANS PELICANS,114,112
2023-11-28,LOS ANGELES CLIPPERS,DENVER NUGGETS,104,113
2023-11-29,BOSTON CELTICS,CHICAGO BULLS,124,97
2023-11-29,BROOKLYN NETS,TORONTO RAPTORS,115,103
2023-11-29,CLEVELAND CAVALIERS,ATLANTA HAWKS,128,105
2023-11-29,MIAMI HEAT,MILWAUKEE BUCKS,124,131
2023-11-29,NEW YORK KNICKS,CHARLOTTE HORNETS,115,91
2023-11-29,MINNESOTA TIMBERWOLVES,OKLAHOMA CITY THUNDER,106,103
2023-11-29,DALLAS MAVERICKS,HOUSTON ROCKETS,121,115
2023-11-29,SACRAMENTO KINGS,GOLDEN STATE WARRIORS,124,123
2023-11-30,DETROIT PISTONS,LOS ANGELES LAKERS,107,133
2023-11-30,ORLANDO MAGIC,WASHINGTON WIZARDS,139,120
2023-11-30,TORONTO RAPTORS,PHOENIX SUNS,112,105
2023-11-30,MEMPHIS GRIZZLIES,UTAH JAZZ,105,91
2023-11-30,NEW ORLEANS PELICANS,PHILADELPHIA 76ERS,124,114
2023-11-30,DENVER NUGGETS,HOUSTON ROCKETS,134,124
2023-11-30,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,117,131
2023-12-01,CLEVELAND CAVALIERS,PORTLAND TRAIL BLAZERS,95,103
2023-12-01,BROOKLYN NETS,CHARLOTTE HORNETS,128,129
2023-12-01,MIAMI HEAT,INDIANA PACERS,142,132
2023-12-01,NEW YORK KNICKS,DETROIT PISTONS,118,112
2023-12-01,CHICAGO BULLS,MILWAUKEE BUCKS,120,113
2023-12-01,MINNESOTA TIMBERWOLVES,UTAH JAZZ,101,90
2023-12-01,OKLAHOMA CITY THUNDER,LOS ANGELES LAKERS,133,110
2023-12-01,SAN ANTONIO SPURS,ATLANTA HAWKS,135,137
2023-12-01,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,120,114
2023-12-02,ORLANDO MAGIC,WASHINGTON WIZARDS,130,125
2023-12-02,BOSTON CELTICS,PHILADELPHIA 76ERS,125,119
2023-12-02,DALLAS MAVERICKS,MEMPHIS GRIZZLIES,94,108
2023-12-02,TORONTO RAPTORS,NEW YORK KNICKS,106,119
2023-12-02,NEW ORLEANS PELICANS,SAN ANTONIO SPURS,121,106
2023-12-02,PHOENIX SUNS,DENVER NUGGETS,111,119
2023-12-02,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,113,112
2023-12-02,CHARLOTTE HORNETS,MINNESOTA TIMBERWOLVES,117,123
2023-12-03,BROOKLYN NETS,ORLANDO MAGIC,129,101
2023-12-03,DETROIT PISTONS,CLEVELAND CAVALIERS,101,110
2023-12-03,CHICAGO BULLS,NEW ORLEANS PELICANS,124,118
2023-12-03,MIAMI HEAT,INDIANA PACERS,129,144
2023-12-03,MILWAUKEE BUCKS,ATLANTA HAWKS,132,121
2023-12-03,DALLAS MAVERICKS,OKLAHOMA CITY THUNDER,120,126
2023-12-03,PHOENIX SUNS,MEMPHIS GRIZZLIES,116,109
2023-12-03,UTAH JAZZ,PORTLAND TRAIL BLAZERS,118,113
2023-12-03,SACRAMENTO KINGS,DENVER NUGGETS,123,117
2023-12-03,LOS ANGELES LAKERS,HOUSTON ROCKETS,107,97
2023-12-05,INDIANA PACERS,BOSTON CELTICS,122,112
2023-12-05,SACRAMENTO KINGS,NEW ORLEANS PELICANS,117,127
2023-12-06,MILWAUKEE BUCKS,NEW YORK KNICKS,146,122
2023-12-06,LOS ANGELES LAKERS,PHOENIX SUNS,106,103
2023-12-07,CLEVELAND CAVALIERS,ORLANDO MAGIC,121,111
2023-12-07,DETROIT PISTONS,MEMPHIS GRIZZLIES,102,116
2023-12-07,WASHINGTON WIZARDS,PHILADELPHIA 76ERS,126,131
2023-12-07,ATLANTA HAWKS,BROOKLYN NETS,113,114
2023-12-07,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,102,94
2023-12-07,TORONTO RAPTORS,MIAMI HEAT,103,112
2023-12-07,CHICAGO BULLS,CHARLOTTE HORNETS,111,100
2023-12-07,HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,110,101
2023-12-07,DALLAS MAVERICKS,UTAH JAZZ,147,97
2023-12-07,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,110,106
2023-12-07,LOS ANGELES CLIPPERS,DENVER NUGGETS,111,102
2023-12-07,MILWAUKEE BUCKS,INDIANA PACERS,119,128
2023-12-08,LOS ANGELES LAKERS,NEW ORLEANS PELICANS,133,89
2023-12-09,CHARLOTTE HORNETS,TORONTO RAPTORS,119,116
2023-12-09,ORLANDO MAGIC,DETROIT PISTONS,123,91
2023-12-09,PHILADELPHIA 76ERS,ATLANTA HAWKS,125,114
2023-12-09,BOSTON CELTICS,NEW YORK KNICKS,133,123
2023-12-09,BROOKLYN NETS,WASHINGTON WIZARDS,124,97
2023-12-09,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,103,127
2023-12-09,MIAMI HEAT,CLEVELAND CAVALIERS,99,111
2023-12-09,OKLAHOMA CITY THUNDER,GOLDEN STATE WARRIORS,138,136
2023-12-09,SAN ANTONIO SPURS,CHICAGO BULLS,112,121
2023-12-09,DENVER NUGGETS,HOUSTON ROCKETS,106,114
2023-12-09,PHOENIX SUNS,SACRAMENTO KINGS,106,114
2023-12-09,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,112,125
2023-12-09,UTAH JAZZ,LOS ANGELES CLIPPERS,103,117
2023-12-10,LOS ANGELES LAKERS,INDIANA PACERS,123,109
2023-12-12,CHARLOTTE HORNETS,MIAMI HEAT,114,116
2023-12-12,DETROIT PISTONS,INDIANA PACERS,123,131
2023-12-12,ORLANDO MAGIC,CLEVELAND CAVALIERS,104,94
2023-12-12,PHILADELPHIA 76ERS,WASHINGTON WIZARDS,146,101
2023-12-12,ATLANTA HAWKS,DENVER NUGGETS,122,129
2023-12-12,NEW YORK KNICKS,TORONTO RAPTORS,136,130
2023-12-12,HOUSTON ROCKETS,SAN ANTONIO SPURS,93,82
2023-12-12,MEMPHIS GRIZZLIES,DALLAS MAVERICKS,113,120
2023-12-12,MILWAUKEE BUCKS,CHICAGO BULLS,133,129
2023-12-12,NEW ORLEANS PELICANS,MINNESOTA TIMBERWOLVES,121,107
2023-12-12,OKLAHOMA CITY THUNDER,UTAH JAZZ,134,120
2023-12-12,SACRAMENTO KINGS,BROOKLYN NETS,131,118
2023-12-12,LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,132,127
2023-12-13,BOSTON CELTICS,CLEVELAND CAVALIERS,120,113
2023-12-13,DALLAS MAVERICKS,LOS ANGELES LAKERS,127,125
2023-12-13,CHICAGO BULLS,DENVER NUGGETS,106,114
2023-12-13,PHOENIX SUNS,GOLDEN STATE WARRIORS,119,116
2023-12-13,LOS ANGELES CLIPPERS,SACRAMENTO KINGS,119,99
2023-12-14,DETROIT PISTONS,PHILADELPHIA 76ERS,111,129
2023-12-14,WASHINGTON WIZARDS,NEW ORLEANS PELICANS,122,142
2023-12-14,MIAMI HEAT,CHARLOTTE HORNETS,115,104
2023-12-14,TORONTO RAPTORS,ATLANTA HAWKS,135,128
2023-12-14,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,117,104
2023-12-14,MILWAUKEE BUCKS,INDIANA PACERS,140,126
2023-12-14,SAN ANTONIO SPURS,LOS ANGELES LAKERS,119,122
2023-12-14,PHOENIX SUNS,BROOKLYN NETS,112,116
2023-12-14,UTAH JAZZ,NEW YORK KNICKS,117,113
2023-12-15,BOSTON CELTICS,CLEVELAND CAVALIERS,116,107
2023-12-15,MIAMI HEAT,CHICAGO BULLS,116,124
2023-12-15,DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,101,119
2023-12-15,DENVER NUGGETS,BROOKLYN NETS,124,101
2023-12-15,PORTLAND TRAIL BLAZERS,UTAH JAZZ,114,122
2023-12-15,SACRAMENTO KINGS,OKLAHOMA CITY THUNDER,128,123
2023-12-15,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,121,113
2023-12-16,CHARLOTTE HORNETS,NEW ORLEANS PELICANS,107,112
2023-12-16,PHILADELPHIA 76ERS,DETROIT PISTONS,124,92
2023-12-16,WASHINGTON WIZARDS,INDIANA PACERS,137,123
2023-12-16,BOSTON CELTICS,ORLANDO MAGIC,128,111
2023-12-16,SAN ANTONIO SPURS,LOS ANGELES LAKERS,129,115
2023-12-16,TORONTO RAPTORS,ATLANTA HAWKS,104,125
2023-12-16,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,96,103
2023-12-16,PHOENIX SUNS,NEW YORK KNICKS,122,139
2023-12-16,MILWAUKEE BUCKS,DETROIT PISTONS,146,114
2023-12-17,CHARLOTTE HORNETS,PHILADELPHIA 76ERS,82,135
2023-12-17,CLEVELAND CAVALIERS,ATLANTA HAWKS,127,119
2023-12-17,MIAMI HEAT,CHICAGO BULLS,118,116
2023-12-17,MINNESOTA TIMBERWOLVES,INDIANA PACERS,127,109
2023-12-17,GOLDEN STATE WARRIORS,BROOKLYN NETS,124,120
2023-12-17,DENVER NUGGETS,OKLAHOMA CITY THUNDER,117,118
2023-12-17,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,120,131
