date,home_team,away_team,home_score,away_score
2021-11-03,INDIANA PACERS,NEW YORK KNICKS,111,98
2021-11-03,ORLANDO MAGIC,BOSTON CELTICS,79,92
2021-11-03,PHILADELPHIA 76ERS,CHICAGO BULLS,103,98
2021-11-03,WASHINGTON WIZARDS,TORONTO RAPTORS,100,109
2021-11-03,BROOKLYN NETS,ATLANTA HAWKS,117,108
2021-11-04,MEMPHIS GRIZZLIES,DENVER NUGGETS,108,106
2021-11-04,MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,115,126
2021-11-04,SAN ANTONIO SPURS,DALLAS MAVERICKS,108,109
2021-11-04,GOLDEN STATE WARRIORS,CHARLOTTE HORNETS,114,92
2021-11-04,SACRAMENTO KINGS,NEW ORLEANS PELICANS,112,99
2021-11-04,DETROIT PISTONS,PHILADELPHIA 76ERS,98,109
2021-11-04,ATLANTA HAWKS,UTAH JAZZ,98,116
2021-11-04,MIAMI HEAT,BOSTON CELTICS,78,95
2021-11-05,PHOENIX SUNS,HOUSTON ROCKETS,123,111
2021-11-05,LOS ANGELES LAKERS,OKLAHOMA CITY THUNDER,104,107
2021-11-05,DETROIT PISTONS,BROOKLYN NETS,90,96
2021-11-05,ORLANDO MAGIC,SAN ANTONIO SPURS,89,102
2021-11-05,WASHINGTON WIZARDS,MEMPHIS GRIZZLIES,115,87
2021-11-05,MILWAUKEE BUCKS,NEW YORK KNICKS,98,113
2021-11-05,TORONTO RAPTORS,CLEVELAND CAVALIERS,101,102
2021-11-06,MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,84,104
2021-11-06,GOLDEN STATE WARRIORS,NEW ORLEANS PELICANS,126,85
2021-11-06,PORTLAND TRAIL BLAZERS,INDIANA PACERS,110,106
2021-11-06,SACRAMENTO KINGS,CHARLOTTE HORNETS,140,110
2021-11-06,DENVER NUGGETS,HOUSTON ROCKETS,95,94
2021-11-06,MIAMI HEAT,UTAH JAZZ,118,115
2021-11-07,CHICAGO BULLS,PHILADELPHIA 76ERS,105,114
2021-11-07,DALLAS MAVERICKS,BOSTON CELTICS,107,104
2021-11-07,PHOENIX SUNS,ATLANTA HAWKS,121,117
2021-11-07,PORTLAND TRAIL BLAZERS,LOS ANGELES LAKERS,105,90
2021-11-07,TORONTO RAPTORS,BROOKLYN NETS,103,116
2021-11-07,NEW YORK KNICKS,CLEVELAND CAVALIERS,109,126
2021-11-07,ORLANDO MAGIC,UTAH JAZZ,107,100
2021-11-07,SACRAMENTO KINGS,INDIANA PACERS,91,94
2021-11-07,WASHINGTON WIZARDS,MILWAUKEE BUCKS,101,94
2021-11-08,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,99,94
2021-11-08,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,120,107
2021-11-08,LOS ANGELES CLIPPERS,CHARLOTTE HORNETS,120,106
2021-11-09,PHILADELPHIA 76ERS,NEW YORK KNICKS,96,103
2021-11-09,CHICAGO BULLS,BROOKLYN NETS,118,95
2021-11-09,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,125,118
2021-11-09,DALLAS MAVERICKS,NEW ORLEANS PELICANS,108,92
2021-11-09,DENVER NUGGETS,MIAMI HEAT,113,96
2021-11-09,GOLDEN STATE WARRIORS,ATLANTA HAWKS,127,113
2021-11-09,SACRAMENTO KINGS,PHOENIX SUNS,104,109
2021-11-09,LOS ANGELES LAKERS,CHARLOTTE HORNETS,126,123
2021-11-10,PHILADELPHIA 76ERS,MILWAUKEE BUCKS,109,118
2021-11-10,UTAH JAZZ,ATLANTA HAWKS,110,98
2021-11-10,LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,117,109
2021-11-11,CLEVELAND CAVALIERS,WASHINGTON WIZARDS,94,97
2021-11-11,ORLANDO MAGIC,BROOKLYN NETS,90,123
2021-11-11,BOSTON CELTICS,TORONTO RAPTORS,104,88
2021-11-11,HOUSTON ROCKETS,DETROIT PISTONS,104,112
2021-11-11,NEW YORK KNICKS,MILWAUKEE BUCKS,100,112
2021-11-11,CHICAGO BULLS,DALLAS MAVERICKS,117,107
2021-11-11,MEMPHIS GRIZZLIES,CHARLOTTE HORNETS,108,118
2021-11-11,NEW ORLEANS PELICANS,OKLAHOMA CITY THUNDER,100,108
2021-11-11,SAN ANTONIO SPURS,SACRAMENTO KINGS,136,117
2021-11-11,DENVER NUGGETS,INDIANA PACERS,101,98
2021-11-11,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,119,109
2021-11-11,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,123,110
2021-11-11,LOS ANGELES LAKERS,MIAMI HEAT,120,117
2021-11-12,PHILADELPHIA 76ERS,TORONTO RAPTORS,109,115
2021-11-12,UTAH JAZZ,INDIANA PACERS,100,111
2021-11-12,LOS ANGELES CLIPPERS,MIAMI HEAT,112,109
2021-11-13,CHARLOTTE HORNETS,NEW YORK KNICKS,104,96
2021-11-13,BOSTON CELTICS,MILWAUKEE BUCKS,122,113
2021-11-13,CLEVELAND CAVALIERS,DETROIT PISTONS,98,78
2021-11-13,HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,92,104
2021-11-13,MEMPHIS GRIZZLIES,PHOENIX SUNS,94,119
2021-11-13,NEW ORLEANS PELICANS,BROOKLYN NETS,112,120
2021-11-13,OKLAHOMA CITY THUNDER,SACRAMENTO KINGS,105,103
2021-11-13,SAN ANTONIO SPURS,DALLAS MAVERICKS,109,123
2021-11-13,DENVER NUGGETS,ATLANTA HAWKS,105,96
2021-11-13,GOLDEN STATE WARRIORS,CHICAGO BULLS,119,93
2021-11-13,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,83,107
2021-11-13,UTAH JAZZ,MIAMI HEAT,105,111
2021-11-14,INDIANA PACERS,PHILADELPHIA 76ERS,118,113
2021-11-14,NEW ORLEANS PELICANS,MEMPHIS GRIZZLIES,112,101
2021-11-14,ORLANDO MAGIC,WASHINGTON WIZARDS,92,104
2021-11-14,TORONTO RAPTORS,DETROIT PISTONS,121,127
2021-11-14,CLEVELAND CAVALIERS,BOSTON CELTICS,91,89
2021-11-14,LOS ANGELES CLIPPERS,MINNESOTA TIMBERWOLVES,129,102
2021-11-14,LOS ANGELES LAKERS,SAN ANTONIO SPURS,114,106
2021-11-14,ATLANTA HAWKS,MILWAUKEE BUCKS,120,100
2021-11-15,CHARLOTTE HORNETS,GOLDEN STATE WARRIORS,106,102
2021-11-15,HOUSTON ROCKETS,PHOENIX SUNS,89,115
2021-11-15,OKLAHOMA CITY THUNDER,BROOKLYN NETS,96,120
2021-11-15,DENVER NUGGETS,PORTLAND TRAIL BLAZERS,124,95
2021-11-15,LOS ANGELES CLIPPERS,CHICAGO BULLS,90,100
2021-11-16,CLEVELAND CAVALIERS,BOSTON CELTICS,92,98
2021-11-16,DETROIT PISTONS,SACRAMENTO KINGS,107,129
2021-11-16,WASHINGTON WIZARDS,NEW ORLEANS PELICANS,105,100
2021-11-16,ATLANTA HAWKS,ORLANDO MAGIC,129,111
2021-11-16,NEW YORK KNICKS,INDIANA PACERS,92,84
2021-11-16,DALLAS MAVERICKS,DENVER NUGGETS,111,101
2021-11-16,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,136,102
2021-11-16,MINNESOTA TIMBERWOLVES,PHOENIX SUNS,96,99
2021-11-16,OKLAHOMA CITY THUNDER,MIAMI HEAT,90,103
2021-11-16,PORTLAND TRAIL BLAZERS,TORONTO RAPTORS,118,113
2021-11-16,LOS ANGELES LAKERS,CHICAGO BULLS,103,121
2021-11-17,BROOKLYN NETS,GOLDEN STATE WARRIORS,99,117
2021-11-17,UTAH JAZZ,PHILADELPHIA 76ERS,120,85
2021-11-17,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,106,92
2021-11-18,CHARLOTTE HORNETS,WASHINGTON WIZARDS,97,87
2021-11-18,DETROIT PISTONS,INDIANA PACERS,97,89
2021-11-18,ATLANTA HAWKS,BOSTON CELTICS,110,99
2021-11-18,BROOKLYN NETS,CLEVELAND CAVALIERS,109,99
2021-11-18,MIAMI HEAT,NEW ORLEANS PELICANS,113,98
2021-11-18,MILWAUKEE BUCKS,LOS ANGELES LAKERS,109,102
2021-11-18,NEW YORK KNICKS,ORLANDO MAGIC,98,104
2021-11-18,MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,107,97
2021-11-18,OKLAHOMA CITY THUNDER,HOUSTON ROCKETS,101,89
2021-11-18,PHOENIX SUNS,DALLAS MAVERICKS,105,98
2021-11-18,PORTLAND TRAIL BLAZERS,CHICAGO BULLS,112,107
2021-11-19,CLEVELAND CAVALIERS,GOLDEN STATE WARRIORS,89,104
2021-11-19,MIAMI HEAT,WASHINGTON WIZARDS,112,97
2021-11-19,MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,120,108
2021-11-19,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,115,90
2021-11-19,DENVER NUGGETS,PHILADELPHIA 76ERS,89,103
2021-11-19,UTAH JAZZ,TORONTO RAPTORS,119,103
2021-11-20,CHARLOTTE HORNETS,INDIANA PACERS,121,118
2021-11-20,DETROIT PISTONS,GOLDEN STATE WARRIORS,102,105
2021-11-20,BOSTON CELTICS,LOS ANGELES LAKERS,130,108
2021-11-20,BROOKLYN NETS,ORLANDO MAGIC,115,113
2021-11-20,MILWAUKEE BUCKS,OKLAHOMA CITY THUNDER,96,89
2021-11-20,NEW ORLEANS PELICANS,LOS ANGELES CLIPPERS,94,81
2021-11-20,DENVER NUGGETS,CHICAGO BULLS,108,114
2021-11-20,PHOENIX SUNS,DALLAS MAVERICKS,112,104
2021-11-20,SACRAMENTO KINGS,TORONTO RAPTORS,89,108
2021-11-20,NEW YORK KNICKS,HOUSTON ROCKETS,106,99
2021-11-21,INDIANA PACERS,NEW ORLEANS PELICANS,111,94
2021-11-21,WASHINGTON WIZARDS,MIAMI HEAT,103,100
2021-11-21,ATLANTA HAWKS,CHARLOTTE HORNETS,115,105
2021-11-21,BOSTON CELTICS,OKLAHOMA CITY THUNDER,111,105
2021-11-21,MILWAUKEE BUCKS,ORLANDO MAGIC,117,108
2021-11-21,MINNESOTA TIMBERWOLVES,MEMPHIS GRIZZLIES,138,95
2021-11-21,PORTLAND TRAIL BLAZERS,PHILADELPHIA 76ERS,118,111
2021-11-21,SACRAMENTO KINGS,UTAH JAZZ,105,123
2021-11-21,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,97,91
2021-11-21,DETROIT PISTONS,LOS ANGELES LAKERS,116,121
2021-11-22,CHICAGO BULLS,NEW YORK KNICKS,109,103
2021-11-22,PHOENIX SUNS,DENVER NUGGETS,126,97
2021-11-22,GOLDEN STATE WARRIORS,TORONTO RAPTORS,119,104
2021-11-23,CLEVELAND CAVALIERS,BROOKLYN NETS,112,117
2021-11-23,WASHINGTON WIZARDS,CHARLOTTE HORNETS,103,109
2021-11-23,ATLANTA HAWKS,OKLAHOMA CITY THUNDER,113,101
2021-11-23,BOSTON CELTICS,HOUSTON ROCKETS,108,90
2021-11-23,CHICAGO BULLS,INDIANA PACERS,77,109
2021-11-23,MILWAUKEE BUCKS,ORLANDO MAGIC,123,92
2021-11-23,NEW ORLEANS PELICANS,MINNESOTA TIMBERWOLVES,96,110
2021-11-23,SAN ANTONIO SPURS,PHOENIX SUNS,111,115
2021-11-23,UTAH JAZZ,MEMPHIS GRIZZLIES,118,119
2021-11-23,SACRAMENTO KINGS,PHILADELPHIA 76ERS,94,102
2021-11-24,DETROIT PISTONS,MIAMI HEAT,92,100
2021-11-24,NEW YORK KNICKS,LOS ANGELES LAKERS,106,100
2021-11-24,PORTLAND TRAIL BLAZERS,DENVER NUGGETS,119,100
2021-11-24,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,104,112
2021-11-25,CLEVELAND CAVALIERS,PHOENIX SUNS,115,120
2021-11-25,INDIANA PACERS,LOS ANGELES LAKERS,116,124
2021-11-25,ORLANDO MAGIC,CHARLOTTE HORNETS,99,106
2021-11-25,BOSTON CELTICS,BROOKLYN NETS,104,123
2021-11-25,HOUSTON ROCKETS,CHICAGO BULLS,118,113
2021-11-25,MEMPHIS GRIZZLIES,TORONTO RAPTORS,113,126
2021-11-25,MILWAUKEE BUCKS,DETROIT PISTONS,114,93
2021-11-25,MINNESOTA TIMBERWOLVES,MIAMI HEAT,113,101
2021-11-25,NEW ORLEANS PELICANS,WASHINGTON WIZARDS,127,102
2021-11-25,OKLAHOMA CITY THUNDER,UTAH JAZZ,104,110
2021-11-25,SAN ANTONIO SPURS,ATLANTA HAWKS,106,124
2021-11-25,GOLDEN STATE WARRIORS,PHILADELPHIA 76ERS,116,96
2021-11-25,SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,125,121
2021-11-26,LOS ANGELES CLIPPERS,DETROIT PISTONS,107,96
2021-11-27,CHARLOTTE HORNETS,MINNESOTA TIMBERWOLVES,133,115
2021-11-27,NEW YORK KNICKS,PHOENIX SUNS,97,118
2021-11-27,ORLANDO MAGIC,CHICAGO BULLS,88,123
2021-11-27,INDIANA PACERS,TORONTO RAPTORS,114,97
2021-11-27,MEMPHIS GRIZZLIES,ATLANTA HAWKS,100,132
2021-11-27,OKLAHOMA CITY THUNDER,WASHINGTON WIZARDS,99,101
2021-11-27,SAN ANTONIO SPURS,BOSTON CELTICS,96,88
2021-11-27,DENVER NUGGETS,MILWAUKEE BUCKS,109,120
2021-11-27,UTAH JAZZ,NEW ORLEANS PELICANS,97,98
2021-11-27,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,118,103
2021-11-27,LOS ANGELES LAKERS,SACRAMENTO KINGS,137,141
2021-11-27,PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,120,121
2021-11-28,ATLANTA HAWKS,NEW YORK KNICKS,90,99
2021-11-28,BROOKLYN NETS,PHOENIX SUNS,107,113
2021-11-28,CHICAGO BULLS,MIAMI HEAT,104,107
2021-11-28,CLEVELAND CAVALIERS,ORLANDO MAGIC,105,92
2021-11-28,HOUSTON ROCKETS,CHARLOTTE HORNETS,146,143
2021-11-28,DALLAS MAVERICKS,WASHINGTON WIZARDS,114,120
2021-11-28,UTAH JAZZ,NEW ORLEANS PELICANS,127,105
2021-11-28,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,90,105
2021-11-28,INDIANA PACERS,MILWAUKEE BUCKS,100,118
2021-11-28,MEMPHIS GRIZZLIES,SACRAMENTO KINGS,128,101
2021-11-28,TORONTO RAPTORS,BOSTON CELTICS,97,109
2021-11-29,LOS ANGELES LAKERS,DETROIT PISTONS,110,106
2021-11-30,PHILADELPHIA 76ERS,ORLANDO MAGIC,101,96
2021-11-30,MIAMI HEAT,DENVER NUGGETS,111,120
2021-11-30,CHICAGO BULLS,CHARLOTTE HORNETS,133,119
2021-11-30,HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,102,89
2021-11-30,MINNESOTA TIMBERWOLVES,INDIANA PACERS,100,98
2021-11-30,DALLAS MAVERICKS,CLEVELAND CAVALIERS,96,114
2021-11-30,SAN ANTONIO SPURS,WASHINGTON WIZARDS,116,99
2021-11-30,UTAH JAZZ,PORTLAND TRAIL BLAZERS,129,107
2021-11-30,LOS ANGELES CLIPPERS,NEW ORLEANS PELICANS,104,123
2021-12-01,BROOKLYN NETS,NEW YORK KNICKS,112,110
2021-12-01,TORONTO RAPTORS,MEMPHIS GRIZZLIES,91,98
2021-12-01,PHOENIX SUNS,GOLDEN STATE WARRIORS,104,96
2021-12-01,PORTLAND TRAIL BLAZERS,DETROIT PISTONS,110,92
2021-12-01,SACRAMENTO KINGS,LOS ANGELES LAKERS,92,117
2021-12-02,INDIANA PACERS,ATLANTA HAWKS,111,114
2021-12-02,ORLANDO MAGIC,DENVER NUGGETS,108,103
2021-12-02,WASHINGTON WIZARDS,MINNESOTA TIMBERWOLVES,115,107
2021-12-02,BOSTON CELTICS,PHILADELPHIA 76ERS,88,87
2021-12-02,MIAMI HEAT,CLEVELAND CAVALIERS,85,111
2021-12-02,MILWAUKEE BUCKS,CHARLOTTE HORNETS,127,125
2021-12-02,NEW ORLEANS PELICANS,DALLAS MAVERICKS,107,139
2021-12-02,OKLAHOMA CITY THUNDER,HOUSTON ROCKETS,110,114
2021-12-02,LOS ANGELES CLIPPERS,SACRAMENTO KINGS,115,124
2021-12-03,NEW YORK KNICKS,CHICAGO BULLS,115,119
2021-12-03,TORONTO RAPTORS,MILWAUKEE BUCKS,97,93
2021-12-03,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,152,79
2021-12-03,PHOENIX SUNS,DETROIT PISTONS,114,103
2021-12-03,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,83,114
2021-12-04,INDIANA PACERS,MIAMI HEAT,104,113
2021-12-04,WASHINGTON WIZARDS,CLEVELAND CAVALIERS,101,116
2021-12-04,ATLANTA HAWKS,PHILADELPHIA 76ERS,96,98
2021-12-04,BROOKLYN NETS,MINNESOTA TIMBERWOLVES,110,105
2021-12-04,HOUSTON ROCKETS,ORLANDO MAGIC,118,116
2021-12-04,DALLAS MAVERICKS,NEW ORLEANS PELICANS,91,107
2021-12-04,UTAH JAZZ,BOSTON CELTICS,137,130
2021-12-04,GOLDEN STATE WARRIORS,PHOENIX SUNS,118,96
2021-12-04,LOS ANGELES LAKERS,LOS ANGELES CLIPPERS,115,119
2021-12-04,NEW YORK KNICKS,DENVER NUGGETS,99,113
2021-12-05,BROOKLYN NETS,CHICAGO BULLS,107,111
2021-12-05,MILWAUKEE BUCKS,MIAMI HEAT,124,102
2021-12-05,DALLAS MAVERICKS,MEMPHIS GRIZZLIES,90,97
2021-12-05,GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,107,112
2021-12-05,PORTLAND TRAIL BLAZERS,BOSTON CELTICS,117,145
2021-12-05,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,104,99
2021-12-05,CLEVELAND CAVALIERS,UTAH JAZZ,108,109
2021-12-05,ATLANTA HAWKS,CHARLOTTE HORNETS,127,130
2021-12-05,TORONTO RAPTORS,WASHINGTON WIZARDS,102,90
2021-12-06,HOUSTON ROCKETS,NEW ORLEANS PELICANS,118,108
2021-12-07,CHARLOTTE HORNETS,PHILADELPHIA 76ERS,124,127
2021-12-07,DETROIT PISTONS,OKLAHOMA CITY THUNDER,103,114
2021-12-07,INDIANA PACERS,WASHINGTON WIZARDS,116,110
2021-12-07,MIAMI HEAT,MEMPHIS GRIZZLIES,90,105
2021-12-07,CHICAGO BULLS,DENVER NUGGETS,109,97
2021-12-07,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,112,104
2021-12-07,MINNESOTA TIMBERWOLVES,ATLANTA HAWKS,110,121
2021-12-07,PHOENIX SUNS,SAN ANTONIO SPURS,108,104
2021-12-07,GOLDEN STATE WARRIORS,ORLANDO MAGIC,126,95
2021-12-07,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,90,102
2021-12-08,DALLAS MAVERICKS,BROOKLYN NETS,99,102
2021-12-08,SAN ANTONIO SPURS,NEW YORK KNICKS,109,121
2021-12-08,LOS ANGELES LAKERS,BOSTON CELTICS,117,102
2021-12-09,CHARLOTTE HORNETS,PHILADELPHIA 76ERS,106,110
2021-12-09,CLEVELAND CAVALIERS,CHICAGO BULLS,115,92
2021-12-09,DETROIT PISTONS,WASHINGTON WIZARDS,116,119
2021-12-09,INDIANA PACERS,NEW YORK KNICKS,122,102
2021-12-09,MIAMI HEAT,MILWAUKEE BUCKS,113,104
2021-12-09,TORONTO RAPTORS,OKLAHOMA CITY THUNDER,109,110
